posXX,posYY
599.99994,243.33331
567.53,505.41827
572.9746,565.27783
276.8537,388.87802
499.18237,574.46954
556.15027,603.6335
391.8142,691.3187
541.1421,654.18256
502.58948,779.999
576.62756,740.0633
607.4616,644.715
632.999,660.97687
634.8243,632.058
640.294,617.67456
627.24,602.2572
623.91187,593.9447
610.046,593.43665
623.7496,569.4866
600.4329,598.7389