posXX,posYY
600.0,258.0
553.89264,465.69397
558.2335,546.33844
524.655,550.77466
477.85556,569.06885
550.1708,604.12897
266.65848,746.2171
544.08496,651.4734
508.61816,768.859
585.5157,686.7998
614.4843,686.7998
649.49854,691.4653
632.3719,629.80035
623.8101,610.4441
639.8634,603.30316
631.0208,592.1445
613.39465,591.24884
666.33496,514.77277
600.6494,598.10834