posXX,posYY
600.0,420.0
587.9212,564.8156
593.3665,591.4773
221.26584,352.56067
523.2235,580.55756
568.90656,602.5765
505.4922,641.45496
572.6311,625.1949
567.4452,660.156
581.0387,713.62885
601.77765,610.6527
603.4268,606.3322
618.5402,617.0675
620.87964,609.1586
611.959,600.99097
601.16327,599.70544
602.0092,598.6873
600.73706,599.05304
600.0,600.0